rank,personName,age,finalWorth,category,countryOfCitizenship,selfMade,gender,continent,Age Classification
1645,Chengzhong Hu,61,1800,Manufacturing,China,TRUE,M,Asia,old age
1645,Huang Min,48,1800,Manufacturing,China,TRUE,M,Asia,middle age
1645,Stanley Hubbard,88,1800,Media & Entertainment,United States,FALSE,M,North America,old age
1645,Hui Lin Chit,68,1800,Manufacturing,China,TRUE,M,Asia,old age
1645,Hal Jackman,89,1800,Finance & Investments,Canada,TRUE,M,North America,old age
1645,Stephen Jarislowsky,96,1800,Finance & Investments,Canada,TRUE,M,North America,old age
1645,Mark & Robyn Jones,,1800,Finance & Investments,United States,TRUE,,North America,NA
1645,George Joseph,100,1800,Finance & Investments,United States,TRUE,M,North America,old age
1645,Kim Kardashian,41,1800,Fashion & Retail,United States,TRUE,F,North America,youth
1645,Dominika Kulczyk,44,1800,Finance & Investments,Poland,FALSE,F,Europe,youth
1645,Edward Lampert,59,1800,Finance & Investments,United States,TRUE,M,North America,middle age
1645,Marc Lasry,61,1800,Finance & Investments,United States,TRUE,M,North America,old age
1645,Michiel Le Roux,72,1800,Finance & Investments,South Africa,TRUE,M,,old age
1645,Peter Leibinger,55,1800,Manufacturing,Germany,FALSE,M,Europe,middle age
1645,Regine Leibinger,59,1800,Manufacturing,Germany,FALSE,F,Europe,middle age
1645,Nicola Leibinger-Kammueller,62,1800,Manufacturing,Germany,FALSE,F,Europe,old age
1645,Wolfgang Leitner,69,1800,Construction & Engineering,Austria,TRUE,M,Europe,old age
1645,Liu Zhongtian & family,58,1800,Manufacturing,China,TRUE,M,Asia,middle age
1645,Bill Malhotra,72,1800,Real Estate,Canada,TRUE,M,North America,old age
1645,Charlwin Mao,,1800,Fashion & Retail,China,TRUE,M,Asia,NA
1645,George Marcus,80,1800,Real Estate,United States,TRUE,M,North America,old age
1645,Yves-Loic Martin,56,1800,Healthcare,France,TRUE,M,Europe,middle age
1645,Gary Michelson,73,1800,Healthcare,United States,TRUE,M,North America,old age
1645,Robert G. Miller,76,1800,Technology,Canada,TRUE,M,North America,old age
1645,Fernando Roberto Moreira Salles,75,1800,Diversified,Brazil,FALSE,M,South America,old age
1645,Joao Moreira Salles,60,1800,Diversified,Brazil,FALSE,M,South America,middle age
1645,Walther Moreira Salles Junior,65,1800,Finance & Investments,Brazil,FALSE,M,South America,old age
1645,Zugen Ni,65,1800,Manufacturing,China,TRUE,M,Asia,old age
1645,Liora Ofer,68,1800,Finance & Investments,Israel,FALSE,F,Asia,old age
1645,Mrudula Parekh,74,1800,Manufacturing,India,FALSE,F,Asia,old age
1645,David Paul,55,1800,Healthcare,United States,TRUE,M,North America,middle age
1645,Pierre Karl Péladeau,60,1800,Media & Entertainment,Canada,FALSE,M,North America,middle age
1645,Miranda Qu,37,1800,Fashion & Retail,China,TRUE,F,Asia,youth
1645,Phillip T. (Terry) Ragon,72,1800,Technology,United States,TRUE,M,North America,old age
1645,G. Rajendran,79,1800,Fashion & Retail,India,TRUE,M,Asia,old age
1645,Krit Ratanarak,75,1800,Media & Entertainment,Thailand,FALSE,M,Asia,old age
1645,Jerry Reinsdorf,86,1800,Sports,United States,TRUE,M,North America,old age
1645,Mochtar Riady & family,92,1800,Diversified,Indonesia,TRUE,M,Asia,old age
1645,Rajju Shroff,88,1800,Manufacturing,India,TRUE,M,Asia,old age
1645,Frank Slootman,63,1800,Technology,United States,TRUE,M,North America,old age
1645,Henry Swieca,64,1800,Finance & Investments,United States,TRUE,M,North America,old age
1645,Yuequn Tao,62,1800,Fashion & Retail,China,TRUE,M,Asia,old age
1645,Robert Toennies,43,1800,Food & Beverage,Germany,FALSE,M,Europe,youth
1645,Torbjorn Tornqvist,68,1800,Energy,Sweden,TRUE,M,Europe,old age
1645,Zhenghua Wang,77,1800,Service,China,TRUE,M,Asia,old age
1645,Charlotte Colket Weber,79,1800,Food & Beverage,United States,FALSE,F,North America,old age
1645,Wu Lanlan & family,48,1800,Manufacturing,China,TRUE,F,Asia,middle age
1645,Wu Yulan,52,1800,Healthcare,China,TRUE,F,Asia,middle age
1645,Elaine Wynn,79,1800,Gambling & Casinos,United States,TRUE,F,North America,old age
1645,Xu Shijun & family,59,1800,Manufacturing,China,TRUE,M,Asia,middle age
1645,Xu Xudong & family,52,1800,Automotive,China,TRUE,M,Asia,middle age
1645,Yang Xuegang,57,1800,Manufacturing,China,TRUE,M,Asia,middle age
1645,Zhang Chuanwei & family,59,1800,Manufacturing,China,TRUE,M,Asia,middle age
1645,Xuexin Zhang & family,74,1800,Metals & Mining,China,TRUE,M,Asia,old age
1729,Noubar Afeyan,59,1700,Healthcare,United States,TRUE,M,North America,middle age
1729,Farkhad Akhmedov,66,1700,Energy,Russia,TRUE,M,Europe,old age
1729,Marc Andreessen,50,1700,Finance & Investments,United States,TRUE,M,North America,middle age
1729,John Bicket,42,1700,Technology,United States,TRUE,M,North America,youth
1729,Zadik Bino & family,78,1700,Diversified,Israel,TRUE,M,Asia,old age
1729,Alex Birkenstock,53,1700,Fashion & Retail,Germany,FALSE,M,Europe,middle age
1729,Christian Birkenstock,49,1700,Fashion & Retail,Germany,FALSE,M,Europe,middle age
1729,Sanjit Biswas,40,1700,Technology,United States,TRUE,M,North America,youth
1729,David Booth,76,1700,Finance & Investments,United States,TRUE,M,North America,old age
1729,Josef Boquoi & family,88,1700,Food & Beverage,Germany,TRUE,M,Europe,old age
1729,Saket Burman,45,1700,Food & Beverage,United Kingdom,FALSE,M,Europe,middle age
1729,Mingtong Cai,70,1700,Technology,China,TRUE,M,Asia,old age
1729,Chen Yung-tai,86,1700,Real Estate,Taiwan,TRUE,M,Asia,old age
1729,Manas Chiaravanond,,1700,Diversified,Thailand,FALSE,M,Asia,NA
1729,Phongthep Chiaravanont,70,1700,Diversified,Thailand,FALSE,M,Asia,old age
1729,Ivan Chrenko,54,1700,Real Estate,Slovakia,TRUE,M,Europe,middle age
1729,Sol Daurella,56,1700,Food & Beverage,Spain,FALSE,F,Europe,middle age
1729,Dulce Pugliese de Godoy Bueno,74,1700,Healthcare,Brazil,TRUE,F,South America,old age
1729,Norbert Dentressangle,67,1700,Logistics,France,TRUE,M,Europe,old age
1729,Oleg Deripaska,54,1700,Metals & Mining,Russia,TRUE,M,Europe,middle age
1729,Dong Jinggui,52,1700,Automotive,China,TRUE,M,Asia,middle age
1729,Keith Dunleavy & family,52,1700,Healthcare,United States,TRUE,M,North America,middle age
1729,Donald Foss,77,1700,Automotive,United States,TRUE,M,North America,old age
1729,Rolf Gerling,67,1700,Finance & Investments,Germany,FALSE,M,Europe,old age
1729,G. Gnanalingam,77,1700,Logistics,Malaysia,TRUE,M,Asia,old age
1729,He Zhaoxi,48,1700,Technology,China,TRUE,M,Asia,middle age
1729,William Heinecke,72,1700,Real Estate,Thailand,TRUE,M,Asia,old age
1729,Huh Jae-myung,50,1700,Manufacturing,South Korea,FALSE,M,Asia,middle age
1729,Tianjiang Jia & family,59,1700,Metals & Mining,China,TRUE,M,Asia,middle age
1729,Michael Jordan,59,1700,Sports,United States,TRUE,M,North America,middle age
1729,Dmitry Kamenshchik,53,1700,Service,Russia,TRUE,M,Europe,middle age
1729,Kim Taek-jin,55,1700,Media & Entertainment,South Korea,TRUE,M,Asia,middle age
1729,Koo Kwang-mo,44,1700,Diversified,South Korea,FALSE,M,Asia,youth
1729,Anthony Langley,67,1700,Diversified,United Kingdom,TRUE,M,Europe,old age
1729,Lee Joong-keun,81,1700,Construction & Engineering,South Korea,TRUE,M,Asia,old age
1729,James Leininger,77,1700,Healthcare,United States,TRUE,M,North America,old age
1729,Li Haiyan,,1700,Food & Beverage,China,TRUE,F,Asia,NA
1729,Li Jianli,49,1700,Manufacturing,China,TRUE,M,Asia,middle age
1729,Weiwei Li,45,1700,Technology,China,TRUE,M,Asia,middle age
1729,Li Zhigang,45,1700,Manufacturing,China,TRUE,M,Asia,middle age
1729,Jimmy John Liautaud,58,1700,Food & Beverage,United States,TRUE,M,North America,middle age
1729,Louise Lindh,42,1700,Diversified,Sweden,FALSE,F,Europe,youth
1729,Lu Di,,1700,Technology,China,TRUE,M,Asia,NA
1729,Anand Mahindra,66,1700,Diversified,India,FALSE,M,Asia,old age
1729,Bruce Mathieson,78,1700,Food & Beverage,Australia,TRUE,M,Australia,old age
1729,Billy Joe (Red) McCombs,94,1700,Diversified,United States,TRUE,M,North America,old age
1729,Deepak Mehta,65,1700,Manufacturing,India,FALSE,M,Asia,old age
1729,Mario Moretti Polegato & family,69,1700,Fashion & Retail,Italy,TRUE,M,Europe,old age
1729,Alberto Palatchi,72,1700,Fashion & Retail,Spain,TRUE,M,Europe,old age
1729,Nelson Peltz,79,1700,Finance & Investments,United States,TRUE,M,North America,old age
1729,Jorge Perez,72,1700,Real Estate,United States,TRUE,M,North America,old age
1729,Alberto Prada,68,1700,Fashion & Retail,Italy,FALSE,M,Europe,old age
1729,Marina Prada,76,1700,Fashion & Retail,Italy,FALSE,F,Europe,old age
1729,M.Satyanarayana Reddy,64,1700,Healthcare,India,TRUE,M,Asia,old age
1729,Rihanna,34,1700,Fashion & Retail,Barbados,TRUE,F,North America,youth
1729,Arkady Rotenberg,70,1700,Construction & Engineering,Russia,TRUE,M,Europe,old age
1729,Dieter Schnabel,76,1700,Manufacturing,Germany,FALSE,M,Europe,old age
1729,Shang Xiaobo & family,48,1700,Manufacturing,China,TRUE,M,Asia,middle age
1729,Shao Qinxiang,67,1700,Manufacturing,China,TRUE,M,Asia,old age
1729,Renate Sick-Glaser,,1700,Technology,Germany,FALSE,F,Europe,NA
1729,Basudeo Singh,81,1700,Healthcare,India,TRUE,M,Asia,old age
1729,Edward Stack,67,1700,Fashion & Retail,United States,TRUE,M,North America,old age
1729,Weijie Sun,58,1700,Manufacturing,China,TRUE,M,Asia,middle age
1729,Vonnarat Tangkaravakoon,50,1700,Manufacturing,Thailand,FALSE,M,Asia,middle age
1729,Byron Trott,63,1700,Finance & Investments,United States,TRUE,M,North America,old age
1729,Jan Van Geet,50,1700,Real Estate,Belgium,TRUE,M,Europe,middle age
1729,Radha Vembu,49,1700,Technology,India,FALSE,F,Asia,middle age
1729,Patrizio Vinciarelli,75,1700,Technology,United States,TRUE,M,North America,old age
1729,Mingwang Wang,54,1700,Manufacturing,China,TRUE,M,Asia,middle age
1729,Wang Yanqing & family,75,1700,Manufacturing,China,FALSE,F,Asia,old age
1729,Lars Wingefors,45,1700,Media & Entertainment,Sweden,TRUE,M,Europe,middle age
1729,Stephen Winn,75,1700,Real Estate,United States,TRUE,M,North America,old age
1729,Ian Wood & family,79,1700,Energy,United Kingdom,FALSE,M,Europe,old age
1729,Gordon Wu,86,1700,Real Estate,Hong Kong,TRUE,M,,old age
1729,Wu Xiangdong,53,1700,Food & Beverage,China,TRUE,M,Asia,middle age
1729,Yao Kuizhang,57,1700,Food & Beverage,China,TRUE,M,Asia,middle age
1729,Vladimir Yevtushenkov,73,1700,Telecom,Russia,TRUE,M,Europe,old age
1729,Dasheng Yi,61,1700,Diversified,China,TRUE,M,Asia,old age
1729,Yu Lili,54,1700,Manufacturing,China,TRUE,F,Asia,middle age
1729,Alan Zekelman,59,1700,Manufacturing,Canada,FALSE,M,North America,middle age
1729,Kaitian Zeng,47,1700,Technology,China,TRUE,M,Asia,middle age
1729,Zhang Jingzhang & family,86,1700,Manufacturing,China,TRUE,M,Asia,old age
1729,Zhang Yubai,57,1700,Food & Beverage,China,TRUE,M,Asia,middle age
1729,Zheng Hong & family,71,1700,Technology,China,TRUE,M,Asia,old age
1729,Zhong Peifeng,59,1700,Telecom,United States,TRUE,M,North America,middle age
1729,Zhou Zongwen & family,65,1700,Fashion & Retail,China,TRUE,M,Asia,old age
1729,Zhu Yiming,49,1700,Technology,China,TRUE,M,Asia,middle age
1729,Zhaojiang Zhu,48,1700,Manufacturing,China,TRUE,M,Asia,middle age
1729,Anita Zucker,70,1700,Manufacturing,United States,FALSE,F,North America,old age
1818,"Herbert Allen, Jr. & family",82,1600,Finance & Investments,United States,FALSE,M,North America,old age
1818,Vasily Anisimov,70,1600,Metals & Mining,Russia,TRUE,M,Europe,old age
1818,Mori Arkin,69,1600,Healthcare,Israel,TRUE,M,Asia,old age
1818,Semahat Sevim Arsel,93,1600,Diversified,Turkey,FALSE,F,Europe,old age
1818,Clifford Asness,55,1600,Finance & Investments,United States,TRUE,M,North America,middle age
1818,Louis Bacon,65,1600,Finance & Investments,United States,TRUE,M,North America,old age
1818,Hari Bhartia,65,1600,Diversified,India,FALSE,M,Asia,old age
1818,Shyam Bhartia,69,1600,Healthcare,India,FALSE,M,Asia,old age
1818,Amit Burman,52,1600,Food & Beverage,India,FALSE,M,Asia,middle age
1818,Chen Shibin,55,1600,Manufacturing,China,TRUE,M,Asia,middle age
1818,Chen Tianshi,37,1600,Technology,China,TRUE,M,Asia,youth
1818,Robert Clark,63,1600,Construction & Engineering,United States,TRUE,M,North America,old age
1818,Ana Lucia de Mattos Barretto Villela,48,1600,Finance & Investments,Brazil,FALSE,F,South America,middle age
1818,Diao Zhizhong,58,1600,Technology,China,TRUE,M,Asia,middle age
1818,Jamie Dimon,66,1600,Finance & Investments,United States,TRUE,M,North America,old age
1818,Gary Fegel,48,1600,Metals & Mining,Switzerland,TRUE,M,Europe,middle age
1818,Gao Yunfeng,55,1600,Manufacturing,China,TRUE,M,Asia,middle age
1818,Philippe Ginestet & family,68,1600,Fashion & Retail,France,TRUE,M,Europe,old age
1818,Sebastian Glaser,,1600,Technology,Germany,FALSE,M,Europe,NA
1818,Sam Goi,75,1600,Food & Beverage,Singapore,TRUE,M,Asia,old age
1818,Lance Gokongwei,54,1600,Diversified,Philippines,FALSE,M,Asia,middle age
1818,Sergei Gordeev,49,1600,Real Estate,Russia,TRUE,M,Europe,middle age
1818,Bill Gross,77,1600,Finance & Investments,United States,TRUE,M,North America,old age
1818,Sue Gross,72,1600,Finance & Investments,United States,FALSE,F,North America,old age
1818,Patrick Hanrahan,66,1600,Technology,United States,TRUE,M,North America,old age
1818,Lutz Mario Helmig,75,1600,Healthcare,Germany,TRUE,M,Europe,old age
1818,Ilkka Herlin,63,1600,Manufacturing,Finland,FALSE,M,Europe,old age
1818,Asok Kumar Hiranandani,67,1600,Real Estate,Singapore,FALSE,M,Asia,old age
1818,Hu Kunhui,31,1600,Healthcare,China,FALSE,M,Asia,youth
1818,Archie Hwang,69,1600,Technology,Taiwan,TRUE,M,Asia,old age
1818,Jared Isaacman,39,1600,Technology,United States,TRUE,M,North America,youth
1818,Anurang Jain,60,1600,Manufacturing,India,TRUE,M,Asia,middle age
1818,Jin Lei & family,67,1600,Healthcare,China,TRUE,M,Asia,old age
1818,Sunjay Kapur,50,1600,Automotive,United States,FALSE,M,North America,middle age
1818,Richard Kayne,76,1600,Finance & Investments,United States,TRUE,M,North America,old age
1818,Randal J. Kirk,68,1600,Healthcare,United States,TRUE,M,North America,old age
1818,Jim Koch,72,1600,Food & Beverage,United States,TRUE,M,North America,old age
1818,William Koch,81,1600,Energy,United States,FALSE,M,North America,old age
1818,Kagemasa Kozuki,81,1600,Technology,Japan,TRUE,M,Asia,old age
1818,Arvind Lal,72,1600,Healthcare,India,FALSE,M,Asia,old age
1818,Robert Langer,73,1600,Healthcare,United States,TRUE,M,North America,old age
1818,Theodore Leonsis,66,1600,Sports,United States,TRUE,M,North America,old age
1818,David Xueling Li,49,1600,Technology,China,TRUE,M,Asia,middle age
1818,Li Denghai,72,1600,Food & Beverage,China,TRUE,M,Asia,old age
1818,Li Guoqing,52,1600,Manufacturing,China,TRUE,M,Asia,middle age
1818,Li Jiaquan,58,1600,Manufacturing,China,TRUE,M,Asia,middle age
1818,Li Rucheng,70,1600,Fashion & Retail,China,TRUE,M,Asia,old age
1818,Li Sze Lim,65,1600,Real Estate,Hong Kong,TRUE,M,,old age
1818,Li Yongqing,57,1600,Manufacturing,China,TRUE,M,Asia,middle age
1818,Lim Wee Chai,64,1600,Manufacturing,Malaysia,TRUE,M,Asia,old age
1818,Liu Aisen & family,49,1600,Construction & Engineering,China,TRUE,M,Asia,middle age
1818,Liu Ming Chung,59,1600,Manufacturing,Brazil,TRUE,M,South America,middle age
1818,Vincent Lo,73,1600,Real Estate,Hong Kong,FALSE,M,,old age
1818,Brandt Louie,78,1600,Food & Beverage,Canada,FALSE,M,North America,old age
1818,Catherine Lozick,76,1600,Manufacturing,United States,FALSE,F,North America,old age
1818,Lu Zongjun,58,1600,Logistics,China,TRUE,M,Asia,middle age
1818,Lv Jianming,57,1600,Healthcare,Hong Kong,TRUE,M,,middle age
1818,"Cargill MacMillan, III.",62,1600,Food & Beverage,United States,FALSE,M,North America,old age
1818,Duncan MacMillan,84,1600,Finance & Investments,United States,TRUE,M,North America,old age
1818,John MacMillan,72,1600,Food & Beverage,United States,FALSE,M,North America,old age
1818,Martha MacMillan,70,1600,Food & Beverage,United States,FALSE,F,North America,old age
1818,William MacMillan,67,1600,Food & Beverage,United States,FALSE,M,North America,old age
1818,Terence (Terry) Matthews,79,1600,Telecom,Canada,TRUE,M,North America,old age
1818,Kazuo Okada,79,1600,Gambling & Casinos,Japan,TRUE,M,Asia,old age
1818,Tomas Olivo Lopez,48,1600,Real Estate,Spain,TRUE,M,Europe,middle age
1818,Jorge Pinheiro Koren de Lima,49,1600,Healthcare,Brazil,FALSE,M,South America,middle age
1818,Candido Pinheiro Koren de Lima Junior,51,1600,Healthcare,Brazil,FALSE,M,South America,middle age
1818,Qian Ying,56,1600,Food & Beverage,China,TRUE,F,Asia,middle age
1818,Ren Jinsheng & family,59,1600,Healthcare,China,TRUE,M,Asia,middle age
1818,Brian Roberts,62,1600,Media & Entertainment,United States,FALSE,M,North America,old age
1818,Austin Russell,27,1600,Automotive,United States,TRUE,M,North America,youth
1818,George Sakellaris,75,1600,Energy,United States,TRUE,M,North America,old age
1818,Sheryl Sandberg,52,1600,Technology,United States,TRUE,F,North America,middle age
1818,Andres Santo Domingo,43,1600,Food & Beverage,United States,FALSE,M,North America,youth
1818,Paul Saville,66,1600,Real Estate,United States,TRUE,M,North America,old age
1818,Ivan Savvidis,63,1600,Diversified,Russia,TRUE,M,Europe,old age
1818,Michael Saylor,57,1600,Technology,United States,TRUE,M,North America,middle age
1818,Gerald Schwartz,80,1600,Finance & Investments,Canada,TRUE,M,North America,old age
1818,Sathien Setthasit,67,1600,Food & Beverage,Thailand,TRUE,M,Asia,old age
1818,Niraj Shah,48,1600,Technology,United States,TRUE,M,North America,middle age
1818,Keiichi Shibahara,57,1600,Healthcare,Japan,TRUE,M,Asia,middle age
1818,Evgeny (Eugene) Shvidler,58,1600,Energy,United States,TRUE,M,North America,middle age
1818,Ryan Smith,43,1600,Technology,United States,TRUE,M,North America,youth
1818,Peter Sperling,62,1600,Service,United States,FALSE,M,North America,old age
1818,Ion Stoica,57,1600,Technology,Romania,TRUE,M,Europe,middle age
1818,Bambang Sutantio,63,1600,Food & Beverage,Indonesia,TRUE,M,Asia,old age
1818,Lili Tan,,1600,Food & Beverage,China,TRUE,F,Asia,NA
1818,Tan Yu Yeh,51,1600,Fashion & Retail,Malaysia,TRUE,M,Asia,middle age
1818,David Teoh,66,1600,Telecom,Australia,TRUE,M,Australia,old age
1818,Carl Thoma,73,1600,Finance & Investments,United States,TRUE,M,North America,old age
1818,Ion Tiriac,82,1600,Finance & Investments,Romania,TRUE,M,Europe,old age
1818,Clemens Toennies,65,1600,Food & Beverage,Germany,TRUE,M,Europe,old age
1818,Tran Ba Duong & family,62,1600,Automotive,Vietnam,TRUE,M,Asia,old age
1818,Tseng Sing-ai,,1600,Manufacturing,Taiwan,FALSE,F,Asia,NA
1818,Tung Ching Bor,59,1600,Manufacturing,China,TRUE,M,Asia,middle age
1818,Tung Ching Sai,57,1600,Manufacturing,China,TRUE,M,Asia,middle age
1818,Scott Watterson,66,1600,Technology,United States,TRUE,M,North America,old age
1818,Wei Ing-Chou,68,1600,Food & Beverage,Taiwan,TRUE,M,Asia,old age
1818,Wei Yin-Chun,65,1600,Food & Beverage,Taiwan,TRUE,M,Asia,old age
1818,Wei Ying-Chiao,67,1600,Food & Beverage,Taiwan,TRUE,M,Asia,old age
1818,Tom Werner,71,1600,Sports,United States,TRUE,M,North America,old age
1818,Kie Chie Wong,74,1600,Metals & Mining,Malaysia,FALSE,M,Asia,old age
1818,Xu Guozhong & family,58,1600,Manufacturing,China,TRUE,M,Asia,middle age
1818,Xu Yuejuan,60,1600,Manufacturing,China,TRUE,F,Asia,middle age
1818,Yang Tingdong,61,1600,Food & Beverage,China,TRUE,M,Asia,old age
1818,Yu Peidi,62,1600,Real Estate,Hong Kong,TRUE,M,,old age
1818,Matei Zaharia,36,1600,Technology,Romania,TRUE,M,Europe,youth
1818,Zhang Jian,53,1600,Manufacturing,China,TRUE,M,Asia,middle age
1818,Keqiang Zhang,61,1600,Real Estate,China,TRUE,M,Asia,old age
1818,Zheng Jianjiang & family,61,1600,Manufacturing,China,TRUE,M,Asia,old age
1818,Zhong Sheng Jian,64,1600,Real Estate,Singapore,TRUE,M,Asia,old age
1929,Antti Aarnio-Wihuri,82,1500,Diversified,Finland,FALSE,M,Europe,old age
